trial_num,periodic,chosen_IOI,has_high_intensity,high_intensity_index,percentage_increase,intervals
0,True,0.25,True,11,0.644115199428552,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
1,True,0.2,False,,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
2,False,,True,14,0.6561330258735142,"[0.106, 0.118, 0.34, 0.325, 0.275, 0.343, 0.304, 0.236, 0.282, 0.259, 0.18, 0.341, 0.269, 0.148]"
3,True,0.2,False,,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
4,False,,False,,,"[0.109, 0.32, 0.187, 0.298, 0.298, 0.356, 0.197, 0.31, 0.21, 0.249, 0.303, 0.182, 0.183, 0.161]"
5,True,0.2,True,13,0.6464507507122931,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
6,True,0.2,False,,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
7,False,,True,12,0.673941961142046,"[0.139, 0.271, 0.177, 0.136, 0.292, 0.356, 0.155, 0.188, 0.231, 0.235, 0.162, 0.297, 0.124, 0.138]"
8,True,0.2,True,13,0.6638810760274116,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
9,False,,False,,,"[0.324, 0.256, 0.337, 0.327, 0.301, 0.176, 0.211, 0.32, 0.121, 0.23, 0.199, 0.339, 0.198, 0.252]"
10,False,,True,13,0.6574014464695768,"[0.336, 0.249, 0.232, 0.152, 0.172, 0.309, 0.216, 0.158, 0.119, 0.148, 0.354, 0.106, 0.124, 0.233]"
11,True,0.2,True,12,0.653533453569516,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
12,True,0.2,True,12,0.6641833429649644,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
13,False,,False,,,"[0.36, 0.25, 0.296, 0.24, 0.246, 0.185, 0.131, 0.128, 0.365, 0.14, 0.353, 0.23, 0.299, 0.295]"
14,False,,False,,,"[0.307, 0.268, 0.165, 0.32, 0.222, 0.107, 0.111, 0.239, 0.273, 0.339, 0.121, 0.248, 0.317, 0.186]"
15,False,,False,,,"[0.28, 0.131, 0.242, 0.163, 0.254, 0.145, 0.348, 0.189, 0.158, 0.228, 0.238, 0.318, 0.253, 0.315]"
16,True,0.25,False,,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
17,False,,False,,,"[0.291, 0.322, 0.356, 0.217, 0.154, 0.125, 0.331, 0.266, 0.221, 0.178, 0.203, 0.195, 0.126, 0.345]"
18,False,,True,12,0.6686567668996002,"[0.372, 0.153, 0.292, 0.149, 0.284, 0.208, 0.189, 0.179, 0.359, 0.234, 0.174, 0.253, 0.218, 0.193]"
19,False,,True,13,0.642750360740562,"[0.241, 0.206, 0.329, 0.228, 0.321, 0.103, 0.2, 0.111, 0.249, 0.144, 0.287, 0.326, 0.232, 0.239]"
20,True,0.2,False,,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
21,False,,True,11,0.6548324825053448,"[0.232, 0.12, 0.263, 0.179, 0.178, 0.306, 0.174, 0.297, 0.183, 0.356, 0.339, 0.204, 0.172, 0.349]"
22,False,,True,12,0.6575000135212358,"[0.161, 0.243, 0.283, 0.224, 0.204, 0.212, 0.101, 0.243, 0.154, 0.176, 0.303, 0.366, 0.232, 0.144]"
23,False,,False,,,"[0.275, 0.331, 0.34, 0.162, 0.174, 0.191, 0.139, 0.193, 0.323, 0.112, 0.275, 0.178, 0.254, 0.187]"
24,False,,False,,,"[0.129, 0.123, 0.249, 0.219, 0.205, 0.185, 0.339, 0.259, 0.156, 0.335, 0.337, 0.211, 0.129, 0.238]"
25,True,0.25,True,11,0.637319466130087,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
26,True,0.2,False,,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
27,False,,True,14,0.6473039925331147,"[0.335, 0.159, 0.166, 0.327, 0.138, 0.132, 0.254, 0.222, 0.245, 0.249, 0.28, 0.374, 0.122, 0.114]"
28,False,,True,14,0.6398091648921737,"[0.258, 0.192, 0.228, 0.285, 0.194, 0.103, 0.299, 0.312, 0.15, 0.334, 0.206, 0.231, 0.13, 0.161]"
29,True,0.2,True,11,0.6572917077274469,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
30,True,0.25,False,,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
31,True,0.25,False,,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
32,True,0.2,True,12,0.6321659541416388,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
33,True,0.2,True,13,0.653360861585605,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
34,True,0.25,False,,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
35,True,0.2,True,13,0.6540738175726907,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
36,True,0.25,True,14,0.6728911120451181,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
37,False,,False,,,"[0.225, 0.245, 0.322, 0.374, 0.15, 0.247, 0.362, 0.301, 0.139, 0.261, 0.208, 0.135, 0.264, 0.246]"
38,False,,True,11,0.6519066730546107,"[0.246, 0.279, 0.126, 0.333, 0.199, 0.118, 0.149, 0.294, 0.307, 0.257, 0.189, 0.229, 0.118, 0.153]"
39,True,0.25,True,11,0.6610004019991594,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
40,True,0.25,True,12,0.6515885433850697,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
41,False,,False,,,"[0.265, 0.143, 0.201, 0.23, 0.133, 0.313, 0.141, 0.13, 0.126, 0.132, 0.343, 0.217, 0.195, 0.269]"
42,True,0.25,True,14,0.6258126467303196,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
43,True,0.2,False,,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
44,False,,False,,,"[0.163, 0.278, 0.276, 0.339, 0.22, 0.18, 0.279, 0.338, 0.204, 0.249, 0.331, 0.13, 0.184, 0.124]"
45,True,0.2,False,,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
46,True,0.25,False,,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
47,True,0.25,True,11,0.6377722767722164,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
48,False,,True,12,0.6553506006148532,"[0.312, 0.107, 0.27, 0.101, 0.306, 0.268, 0.304, 0.199, 0.252, 0.337, 0.232, 0.298, 0.273, 0.374]"
49,False,,False,,,"[0.148, 0.333, 0.277, 0.235, 0.27, 0.131, 0.357, 0.149, 0.286, 0.106, 0.285, 0.223, 0.11, 0.351]"
50,True,0.25,True,11,0.6258541424115478,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
51,False,,False,,,"[0.236, 0.299, 0.156, 0.107, 0.342, 0.3, 0.247, 0.344, 0.193, 0.323, 0.264, 0.187, 0.124, 0.133]"
52,False,,True,13,0.6259078002807955,"[0.215, 0.318, 0.158, 0.182, 0.319, 0.291, 0.356, 0.26, 0.247, 0.352, 0.262, 0.181, 0.273, 0.155]"
53,True,0.2,False,,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
54,False,,True,12,0.6582730758437548,"[0.305, 0.207, 0.121, 0.245, 0.273, 0.209, 0.11, 0.281, 0.296, 0.214, 0.178, 0.253, 0.262, 0.221]"
55,False,,False,,,"[0.29, 0.171, 0.312, 0.284, 0.276, 0.287, 0.18, 0.108, 0.197, 0.119, 0.124, 0.325, 0.191, 0.301]"
56,True,0.2,True,12,0.6544401335043721,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
57,False,,True,14,0.6252819950030665,"[0.123, 0.295, 0.278, 0.226, 0.332, 0.148, 0.231, 0.275, 0.106, 0.178, 0.306, 0.23, 0.112, 0.153]"
58,False,,False,,,"[0.198, 0.229, 0.159, 0.361, 0.159, 0.18, 0.197, 0.246, 0.194, 0.16, 0.302, 0.241, 0.262, 0.303]"
59,False,,False,,,"[0.334, 0.173, 0.371, 0.276, 0.118, 0.305, 0.106, 0.196, 0.287, 0.122, 0.292, 0.16, 0.202, 0.365]"
60,True,0.25,True,14,0.6361613391241259,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
61,False,,True,13,0.6269334802525119,"[0.355, 0.213, 0.195, 0.346, 0.195, 0.311, 0.173, 0.212, 0.119, 0.159, 0.363, 0.34, 0.272, 0.281]"
62,False,,True,11,0.6377544148331644,"[0.308, 0.134, 0.303, 0.169, 0.367, 0.231, 0.16, 0.19, 0.136, 0.131, 0.256, 0.272, 0.271, 0.227]"
63,False,,False,,,"[0.186, 0.209, 0.279, 0.252, 0.147, 0.284, 0.146, 0.119, 0.144, 0.227, 0.152, 0.235, 0.215, 0.34]"
64,True,0.2,False,,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
65,False,,False,,,"[0.23, 0.198, 0.11, 0.218, 0.224, 0.36, 0.169, 0.331, 0.322, 0.228, 0.191, 0.263, 0.332, 0.116]"
66,False,,True,12,0.62962449896501,"[0.129, 0.216, 0.357, 0.149, 0.225, 0.183, 0.311, 0.241, 0.19, 0.119, 0.114, 0.131, 0.278, 0.327]"
67,False,,True,13,0.6675268573590668,"[0.181, 0.121, 0.245, 0.341, 0.196, 0.182, 0.304, 0.14, 0.213, 0.166, 0.138, 0.196, 0.152, 0.237]"
68,False,,True,14,0.6478065416221607,"[0.181, 0.278, 0.195, 0.267, 0.263, 0.166, 0.227, 0.37, 0.139, 0.353, 0.212, 0.153, 0.121, 0.315]"
69,False,,False,,,"[0.31, 0.312, 0.365, 0.225, 0.137, 0.2, 0.197, 0.231, 0.139, 0.175, 0.213, 0.359, 0.261, 0.28]"
70,True,0.25,False,,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
71,False,,False,,,"[0.105, 0.187, 0.151, 0.12, 0.207, 0.336, 0.249, 0.158, 0.363, 0.372, 0.355, 0.204, 0.337, 0.255]"
72,False,,True,11,0.6526248782790454,"[0.257, 0.23, 0.255, 0.196, 0.341, 0.203, 0.298, 0.202, 0.117, 0.146, 0.104, 0.326, 0.264, 0.109]"
73,False,,False,,,"[0.348, 0.342, 0.307, 0.279, 0.134, 0.131, 0.14, 0.305, 0.196, 0.229, 0.328, 0.227, 0.167, 0.294]"
74,True,0.2,True,11,0.6611247215380337,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
75,True,0.2,False,,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
76,True,0.25,False,,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
77,False,,False,,,"[0.351, 0.187, 0.288, 0.339, 0.179, 0.356, 0.259, 0.338, 0.279, 0.194, 0.198, 0.159, 0.259, 0.283]"
78,True,0.25,False,,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
79,True,0.2,True,14,0.6374504724292432,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
80,True,0.25,True,13,0.6518893186029582,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
81,False,,False,,,"[0.118, 0.284, 0.184, 0.296, 0.217, 0.294, 0.189, 0.348, 0.225, 0.338, 0.186, 0.299, 0.363, 0.321]"
82,False,,False,,,"[0.177, 0.363, 0.215, 0.153, 0.16, 0.263, 0.184, 0.25, 0.161, 0.281, 0.374, 0.258, 0.24, 0.139]"
83,True,0.2,False,,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
84,True,0.2,True,12,0.6747190131425127,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
85,True,0.2,False,,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
86,True,0.25,False,,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
87,False,,True,14,0.6485581078637426,"[0.277, 0.307, 0.157, 0.294, 0.353, 0.31, 0.295, 0.271, 0.3, 0.123, 0.334, 0.189, 0.174, 0.149]"
88,True,0.25,True,11,0.6690222690418294,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
89,False,,False,,,"[0.114, 0.348, 0.283, 0.292, 0.174, 0.24, 0.341, 0.138, 0.155, 0.223, 0.348, 0.362, 0.271, 0.126]"
90,False,,True,12,0.6739456667075159,"[0.297, 0.125, 0.14, 0.356, 0.328, 0.294, 0.296, 0.249, 0.198, 0.368, 0.314, 0.148, 0.217, 0.324]"
91,True,0.2,True,14,0.6443948040764694,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
92,False,,True,11,0.6525396069537259,"[0.239, 0.186, 0.263, 0.267, 0.142, 0.235, 0.272, 0.159, 0.364, 0.15, 0.112, 0.247, 0.196, 0.223]"
93,True,0.2,False,,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
94,True,0.2,False,,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
95,False,,False,,,"[0.164, 0.203, 0.33, 0.164, 0.301, 0.131, 0.296, 0.355, 0.274, 0.208, 0.328, 0.268, 0.3, 0.153]"
96,True,0.2,False,,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
97,False,,True,11,0.6720381194641007,"[0.257, 0.261, 0.204, 0.102, 0.362, 0.33, 0.158, 0.215, 0.34, 0.262, 0.18, 0.175, 0.195, 0.211]"
98,False,,False,,,"[0.32, 0.2, 0.284, 0.174, 0.252, 0.315, 0.295, 0.257, 0.129, 0.241, 0.237, 0.221, 0.212, 0.138]"
99,True,0.2,False,,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
100,True,0.2,True,11,0.6610549725573112,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
101,True,0.25,True,13,0.6316890209129307,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
102,True,0.2,True,11,0.6546330680709247,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
103,False,,False,,,"[0.137, 0.201, 0.254, 0.121, 0.229, 0.341, 0.147, 0.108, 0.183, 0.168, 0.297, 0.352, 0.138, 0.271]"
104,False,,True,14,0.6742480146300396,"[0.278, 0.22, 0.348, 0.308, 0.149, 0.103, 0.206, 0.314, 0.267, 0.178, 0.262, 0.209, 0.211, 0.37]"
105,False,,False,,,"[0.348, 0.219, 0.181, 0.16, 0.313, 0.312, 0.258, 0.208, 0.318, 0.266, 0.277, 0.306, 0.364, 0.354]"
