trial_num,periodic,chosen_IOI,has_high_intensity,high_intensity_index,percentage_increase,intervals
0,False,,False,,,"[0.356, 0.213, 0.207, 0.106, 0.236, 0.224, 0.21, 0.293, 0.18, 0.245, 0.123, 0.125, 0.327, 0.22]"
1,False,,True,14,0.6341608150568474,"[0.364, 0.177, 0.299, 0.349, 0.123, 0.139, 0.334, 0.318, 0.235, 0.301, 0.101, 0.313, 0.33, 0.171]"
2,False,,False,,,"[0.147, 0.334, 0.322, 0.329, 0.142, 0.149, 0.289, 0.299, 0.177, 0.292, 0.108, 0.106, 0.331, 0.168]"
3,False,,False,,,"[0.233, 0.372, 0.103, 0.254, 0.282, 0.235, 0.309, 0.373, 0.168, 0.146, 0.212, 0.141, 0.218, 0.161]"
4,True,0.25,False,,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
5,False,,False,,,"[0.36, 0.115, 0.215, 0.323, 0.23, 0.256, 0.225, 0.198, 0.345, 0.116, 0.265, 0.166, 0.26, 0.323]"
6,True,0.25,True,11,0.6570107801673196,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
7,False,,False,,,"[0.198, 0.288, 0.153, 0.299, 0.198, 0.273, 0.311, 0.154, 0.343, 0.285, 0.211, 0.159, 0.149, 0.364]"
8,True,0.2,False,,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
9,True,0.2,False,,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
10,False,,False,,,"[0.167, 0.138, 0.291, 0.202, 0.179, 0.129, 0.189, 0.169, 0.273, 0.289, 0.155, 0.151, 0.155, 0.108]"
11,True,0.2,True,14,0.6599902267072825,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
12,True,0.25,False,,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
13,False,,True,12,0.6451380899875577,"[0.347, 0.263, 0.116, 0.239, 0.107, 0.241, 0.147, 0.138, 0.125, 0.364, 0.348, 0.347, 0.105, 0.228]"
14,True,0.25,False,,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
15,False,,True,11,0.6708246634920362,"[0.367, 0.356, 0.332, 0.155, 0.126, 0.366, 0.336, 0.131, 0.116, 0.177, 0.233, 0.245, 0.185, 0.209]"
