trial_num,periodic,chosen_IOI,has_high_intensity,high_intensity_index,percentage_increase,intervals
0,True,0.2,True,11,0.568309397697783,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
1,False,,False,,,"[0.199, 0.314, 0.336, 0.233, 0.221, 0.356, 0.278, 0.239, 0.123, 0.182, 0.119, 0.374, 0.12, 0.175]"
2,True,0.2,False,,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
3,True,0.25,False,,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
4,True,0.25,True,12,0.571557708206551,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
5,False,,False,,,"[0.163, 0.227, 0.321, 0.268, 0.234, 0.346, 0.23, 0.137, 0.365, 0.262, 0.181, 0.338, 0.291, 0.124]"
6,False,,False,,,"[0.266, 0.28, 0.213, 0.229, 0.156, 0.138, 0.363, 0.263, 0.305, 0.284, 0.284, 0.188, 0.308, 0.326]"
7,True,0.25,False,,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
8,True,0.25,False,,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
9,False,,False,,,"[0.176, 0.316, 0.23, 0.158, 0.255, 0.149, 0.195, 0.324, 0.284, 0.32, 0.244, 0.143, 0.357, 0.127]"
10,True,0.25,True,11,0.543097237972597,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
11,True,0.2,True,12,0.5275901712948436,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
12,True,0.2,True,14,0.573249809419391,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
13,False,,True,12,0.5352022933870353,"[0.206, 0.349, 0.349, 0.301, 0.34, 0.128, 0.189, 0.344, 0.273, 0.264, 0.278, 0.116, 0.225, 0.324]"
14,True,0.25,True,11,0.5498797183508817,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
15,True,0.25,False,,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
16,True,0.2,False,,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
17,True,0.2,True,13,0.5537912637856662,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
18,False,,False,,,"[0.13, 0.329, 0.157, 0.317, 0.127, 0.305, 0.104, 0.308, 0.136, 0.244, 0.223, 0.178, 0.119, 0.244]"
19,False,,False,,,"[0.123, 0.228, 0.33, 0.172, 0.124, 0.328, 0.186, 0.352, 0.369, 0.237, 0.155, 0.26, 0.298, 0.169]"
20,False,,False,,,"[0.139, 0.35, 0.332, 0.141, 0.178, 0.283, 0.246, 0.368, 0.355, 0.301, 0.216, 0.116, 0.196, 0.314]"
21,True,0.2,True,13,0.5602107663182341,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
22,False,,False,,,"[0.371, 0.13, 0.182, 0.182, 0.193, 0.353, 0.292, 0.168, 0.153, 0.181, 0.238, 0.308, 0.236, 0.146]"
23,True,0.25,False,,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
24,False,,True,14,0.551603873747643,"[0.128, 0.176, 0.232, 0.109, 0.228, 0.225, 0.216, 0.355, 0.302, 0.204, 0.371, 0.121, 0.16, 0.187]"
25,False,,True,14,0.5736050035769069,"[0.3, 0.342, 0.134, 0.148, 0.321, 0.182, 0.174, 0.158, 0.189, 0.153, 0.106, 0.346, 0.346, 0.162]"
26,True,0.25,True,13,0.5285545271114772,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
27,False,,False,,,"[0.288, 0.196, 0.322, 0.212, 0.285, 0.315, 0.116, 0.366, 0.254, 0.329, 0.296, 0.302, 0.235, 0.137]"
28,False,,False,,,"[0.274, 0.112, 0.109, 0.325, 0.232, 0.349, 0.339, 0.306, 0.373, 0.187, 0.125, 0.253, 0.369, 0.123]"
29,True,0.25,False,,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
30,True,0.25,False,,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
31,True,0.2,False,,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
32,False,,False,,,"[0.375, 0.157, 0.295, 0.294, 0.338, 0.221, 0.271, 0.252, 0.226, 0.307, 0.297, 0.292, 0.274, 0.14]"
33,True,0.2,False,,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
34,False,,True,11,0.5254459451102961,"[0.337, 0.218, 0.202, 0.235, 0.311, 0.21, 0.158, 0.25, 0.266, 0.327, 0.358, 0.149, 0.24, 0.257]"
35,False,,True,14,0.5515711572396388,"[0.373, 0.362, 0.323, 0.256, 0.147, 0.109, 0.33, 0.281, 0.336, 0.197, 0.351, 0.362, 0.35, 0.106]"
36,False,,True,13,0.5478433816939606,"[0.117, 0.231, 0.222, 0.134, 0.289, 0.118, 0.32, 0.247, 0.184, 0.151, 0.27, 0.125, 0.221, 0.301]"
37,True,0.2,False,,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
38,True,0.2,True,12,0.5482433144892778,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
39,False,,False,,,"[0.142, 0.357, 0.333, 0.274, 0.119, 0.231, 0.159, 0.155, 0.257, 0.243, 0.368, 0.224, 0.191, 0.276]"
40,True,0.2,True,11,0.5251777669154776,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
41,False,,True,12,0.560453668164526,"[0.195, 0.115, 0.116, 0.262, 0.183, 0.121, 0.338, 0.259, 0.247, 0.109, 0.351, 0.186, 0.107, 0.239]"
42,True,0.25,False,,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
43,False,,True,14,0.5298899964942779,"[0.23, 0.296, 0.133, 0.269, 0.214, 0.169, 0.297, 0.191, 0.112, 0.184, 0.186, 0.158, 0.349, 0.11]"
44,False,,False,,,"[0.114, 0.369, 0.139, 0.109, 0.303, 0.287, 0.128, 0.242, 0.134, 0.117, 0.148, 0.256, 0.266, 0.171]"
45,False,,False,,,"[0.217, 0.153, 0.132, 0.229, 0.281, 0.327, 0.276, 0.372, 0.286, 0.309, 0.16, 0.144, 0.214, 0.312]"
