trial_num,periodic,chosen_IOI,has_high_intensity,high_intensity_index,percentage_increase,intervals
0,False,,True,14,0.7120511321029808,"[0.219, 0.142, 0.246, 0.26, 0.139, 0.168, 0.342, 0.144, 0.347, 0.132, 0.178, 0.306, 0.335, 0.325]"
1,False,,True,11,0.6965344730605291,"[0.134, 0.217, 0.289, 0.125, 0.327, 0.32, 0.111, 0.124, 0.201, 0.165, 0.176, 0.287, 0.239, 0.103]"
2,False,,True,11,0.6769666959630007,"[0.28, 0.264, 0.225, 0.208, 0.114, 0.275, 0.207, 0.231, 0.259, 0.179, 0.279, 0.115, 0.141, 0.19]"
3,True,0.2,True,14,0.6918639436292485,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
4,True,0.25,False,,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
5,True,0.25,True,14,0.7089478430178809,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
6,False,,False,,,"[0.294, 0.372, 0.114, 0.242, 0.155, 0.193, 0.127, 0.21, 0.251, 0.173, 0.256, 0.136, 0.333, 0.274]"
7,False,,True,11,0.6879660703663508,"[0.349, 0.13, 0.312, 0.371, 0.129, 0.158, 0.238, 0.334, 0.137, 0.142, 0.261, 0.313, 0.133, 0.293]"
8,True,0.25,False,,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
9,True,0.25,True,14,0.705997608874298,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
10,False,,True,11,0.7103464655930414,"[0.36, 0.355, 0.267, 0.236, 0.326, 0.214, 0.286, 0.244, 0.12, 0.224, 0.251, 0.107, 0.187, 0.329]"
11,False,,False,,,"[0.346, 0.285, 0.364, 0.168, 0.155, 0.107, 0.216, 0.123, 0.294, 0.127, 0.309, 0.36, 0.318, 0.246]"
12,False,,True,11,0.7307899547065717,"[0.294, 0.107, 0.26, 0.327, 0.229, 0.199, 0.315, 0.282, 0.151, 0.367, 0.305, 0.198, 0.283, 0.13]"
13,True,0.25,True,12,0.6885713883836792,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
14,True,0.25,True,14,0.6876926461948574,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
15,False,,False,,,"[0.259, 0.372, 0.213, 0.166, 0.105, 0.284, 0.317, 0.122, 0.1, 0.251, 0.271, 0.297, 0.33, 0.142]"
16,False,,False,,,"[0.269, 0.366, 0.106, 0.228, 0.367, 0.228, 0.129, 0.306, 0.26, 0.146, 0.106, 0.113, 0.228, 0.293]"
17,True,0.25,False,,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
18,True,0.25,True,13,0.714670093837107,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
19,False,,False,,,"[0.252, 0.367, 0.37, 0.127, 0.357, 0.202, 0.163, 0.299, 0.268, 0.188, 0.285, 0.29, 0.316, 0.192]"
20,True,0.2,True,12,0.6796502858619696,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
21,False,,False,,,"[0.107, 0.236, 0.283, 0.335, 0.37, 0.17, 0.294, 0.343, 0.271, 0.266, 0.14, 0.129, 0.114, 0.18]"
22,True,0.25,False,,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
23,False,,True,11,0.703678045111694,"[0.231, 0.222, 0.171, 0.171, 0.106, 0.302, 0.311, 0.105, 0.123, 0.3, 0.319, 0.206, 0.339, 0.203]"
24,False,,True,14,0.6905994299804455,"[0.193, 0.19, 0.34, 0.275, 0.353, 0.121, 0.134, 0.157, 0.207, 0.346, 0.301, 0.142, 0.234, 0.367]"
25,False,,True,12,0.7108672436121176,"[0.165, 0.155, 0.281, 0.26, 0.148, 0.297, 0.281, 0.294, 0.126, 0.117, 0.361, 0.163, 0.128, 0.107]"
26,False,,True,12,0.7356267399908708,"[0.112, 0.152, 0.309, 0.252, 0.125, 0.141, 0.247, 0.25, 0.184, 0.293, 0.214, 0.275, 0.327, 0.162]"
27,True,0.25,False,,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
28,True,0.2,False,,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
29,True,0.25,True,14,0.6955578181156452,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
30,False,,True,14,0.7247101946444302,"[0.21, 0.366, 0.242, 0.155, 0.322, 0.106, 0.337, 0.363, 0.106, 0.167, 0.258, 0.205, 0.334, 0.101]"
31,True,0.25,False,,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
32,False,,False,,,"[0.364, 0.361, 0.263, 0.213, 0.342, 0.359, 0.224, 0.164, 0.292, 0.356, 0.147, 0.269, 0.141, 0.224]"
33,True,0.25,False,,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
34,True,0.2,True,11,0.7075594543069202,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
35,True,0.25,True,14,0.7369095402474899,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
36,True,0.2,False,,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
37,False,,False,,,"[0.281, 0.283, 0.236, 0.168, 0.242, 0.109, 0.349, 0.222, 0.232, 0.122, 0.121, 0.326, 0.225, 0.356]"
38,False,,True,13,0.73483967246309,"[0.239, 0.367, 0.261, 0.365, 0.137, 0.266, 0.334, 0.225, 0.321, 0.235, 0.234, 0.119, 0.373, 0.314]"
39,True,0.25,True,13,0.7010075098745449,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
40,False,,True,14,0.6811952945850035,"[0.224, 0.113, 0.123, 0.138, 0.241, 0.315, 0.259, 0.255, 0.201, 0.366, 0.149, 0.141, 0.368, 0.164]"
41,True,0.2,False,,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
42,True,0.2,False,,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
43,True,0.25,True,12,0.6995948762308344,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
