trial_num,periodic,chosen_IOI,has_high_intensity,high_intensity_index,percentage_increase,intervals
0,True,0.2,False,,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
1,True,0.2,True,14,0.5279717149074638,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
2,False,,False,,,"[0.227, 0.293, 0.175, 0.22, 0.338, 0.207, 0.252, 0.153, 0.264, 0.218, 0.305, 0.156, 0.261, 0.293]"
3,False,,True,13,0.5685001404212356,"[0.363, 0.304, 0.138, 0.349, 0.369, 0.363, 0.21, 0.141, 0.269, 0.271, 0.273, 0.359, 0.114, 0.18]"
4,True,0.2,True,11,0.5413766263979051,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
5,False,,True,12,0.5359175074272198,"[0.338, 0.18, 0.206, 0.143, 0.311, 0.288, 0.109, 0.153, 0.231, 0.25, 0.313, 0.265, 0.101, 0.201]"
6,True,0.2,True,14,0.5691617486160129,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
7,True,0.25,True,13,0.5682140778960642,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
8,False,,False,,,"[0.359, 0.113, 0.208, 0.13, 0.276, 0.267, 0.131, 0.196, 0.177, 0.158, 0.315, 0.293, 0.315, 0.239]"
9,False,,True,11,0.5500331750623955,"[0.198, 0.101, 0.301, 0.15, 0.255, 0.275, 0.355, 0.282, 0.201, 0.175, 0.324, 0.235, 0.133, 0.117]"
10,False,,False,,,"[0.239, 0.239, 0.274, 0.348, 0.115, 0.346, 0.175, 0.358, 0.251, 0.244, 0.161, 0.169, 0.361, 0.149]"
11,True,0.25,False,,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
12,False,,False,,,"[0.37, 0.206, 0.226, 0.268, 0.339, 0.299, 0.305, 0.165, 0.335, 0.169, 0.109, 0.29, 0.151, 0.258]"
13,False,,True,14,0.5395469048458945,"[0.352, 0.211, 0.233, 0.353, 0.326, 0.344, 0.296, 0.312, 0.245, 0.366, 0.23, 0.344, 0.25, 0.169]"
14,False,,True,11,0.5544767193782077,"[0.329, 0.355, 0.368, 0.178, 0.328, 0.138, 0.107, 0.273, 0.312, 0.131, 0.203, 0.297, 0.332, 0.252]"
15,False,,True,11,0.5640560832377286,"[0.184, 0.177, 0.219, 0.243, 0.112, 0.252, 0.327, 0.135, 0.163, 0.299, 0.24, 0.354, 0.266, 0.309]"
16,True,0.2,True,14,0.5511818335083977,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
17,True,0.2,True,12,0.5568886516893025,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
18,True,0.25,False,,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
19,False,,True,13,0.5579058112957974,"[0.249, 0.315, 0.286, 0.37, 0.359, 0.248, 0.225, 0.3, 0.116, 0.265, 0.307, 0.244, 0.251, 0.159]"
20,False,,False,,,"[0.338, 0.307, 0.156, 0.298, 0.25, 0.326, 0.309, 0.101, 0.105, 0.215, 0.359, 0.284, 0.329, 0.312]"
21,False,,False,,,"[0.203, 0.216, 0.269, 0.283, 0.275, 0.236, 0.107, 0.283, 0.124, 0.375, 0.188, 0.346, 0.348, 0.367]"
22,False,,True,14,0.5278179344992332,"[0.299, 0.161, 0.156, 0.261, 0.344, 0.224, 0.374, 0.184, 0.279, 0.15, 0.219, 0.218, 0.236, 0.372]"
23,False,,False,,,"[0.228, 0.207, 0.328, 0.208, 0.253, 0.306, 0.238, 0.106, 0.324, 0.13, 0.366, 0.133, 0.355, 0.338]"
24,False,,False,,,"[0.244, 0.313, 0.113, 0.115, 0.129, 0.167, 0.292, 0.247, 0.115, 0.338, 0.372, 0.342, 0.33, 0.279]"
25,False,,True,13,0.5511968900045391,"[0.309, 0.134, 0.371, 0.225, 0.234, 0.193, 0.122, 0.126, 0.357, 0.284, 0.138, 0.19, 0.121, 0.273]"
26,False,,True,12,0.5445299294401647,"[0.286, 0.238, 0.157, 0.101, 0.102, 0.348, 0.173, 0.173, 0.156, 0.3, 0.219, 0.221, 0.286, 0.273]"
27,True,0.2,True,12,0.5560301255056386,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
28,True,0.25,False,,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
29,False,,False,,,"[0.334, 0.273, 0.125, 0.165, 0.356, 0.352, 0.34, 0.184, 0.155, 0.183, 0.291, 0.198, 0.152, 0.155]"
30,False,,False,,,"[0.335, 0.137, 0.188, 0.187, 0.264, 0.141, 0.307, 0.217, 0.218, 0.269, 0.289, 0.166, 0.114, 0.182]"
31,True,0.2,True,14,0.5426030282408845,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
32,True,0.25,False,,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
33,False,,True,11,0.5313395225095041,"[0.182, 0.28, 0.132, 0.226, 0.325, 0.337, 0.258, 0.333, 0.325, 0.25, 0.337, 0.159, 0.114, 0.355]"
34,False,,False,,,"[0.228, 0.118, 0.327, 0.298, 0.283, 0.149, 0.256, 0.351, 0.261, 0.14, 0.232, 0.201, 0.201, 0.268]"
35,True,0.25,False,,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
36,True,0.25,True,12,0.5338510950294645,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
37,False,,True,11,0.5594585723939317,"[0.342, 0.374, 0.318, 0.136, 0.216, 0.155, 0.266, 0.247, 0.161, 0.248, 0.282, 0.268, 0.307, 0.144]"
38,True,0.2,True,11,0.5414986326630715,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
39,True,0.2,True,14,0.5557016786065297,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
40,False,,True,11,0.5421963495544466,"[0.234, 0.145, 0.32, 0.368, 0.28, 0.268, 0.277, 0.343, 0.36, 0.374, 0.159, 0.308, 0.165, 0.332]"
41,True,0.25,True,11,0.5409016689263575,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
42,True,0.25,False,,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
43,True,0.25,False,,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
44,False,,False,,,"[0.163, 0.192, 0.135, 0.282, 0.105, 0.136, 0.115, 0.358, 0.253, 0.134, 0.273, 0.182, 0.221, 0.127]"
45,False,,True,14,0.5732094127712357,"[0.142, 0.257, 0.304, 0.183, 0.207, 0.178, 0.218, 0.205, 0.232, 0.275, 0.229, 0.119, 0.229, 0.1]"
46,True,0.25,True,13,0.5414085490744559,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
47,False,,True,13,0.5703718379703764,"[0.103, 0.161, 0.259, 0.14, 0.28, 0.173, 0.125, 0.142, 0.328, 0.301, 0.105, 0.369, 0.318, 0.137]"
48,False,,True,14,0.5298419130193844,"[0.188, 0.268, 0.199, 0.357, 0.354, 0.235, 0.272, 0.211, 0.343, 0.242, 0.195, 0.111, 0.29, 0.104]"
49,True,0.25,True,12,0.5526340684179104,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
50,False,,False,,,"[0.351, 0.363, 0.257, 0.233, 0.26, 0.129, 0.165, 0.288, 0.168, 0.187, 0.213, 0.211, 0.304, 0.207]"
51,True,0.25,False,,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
52,True,0.25,False,,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
53,False,,False,,,"[0.205, 0.182, 0.292, 0.285, 0.361, 0.221, 0.157, 0.151, 0.191, 0.236, 0.207, 0.264, 0.289, 0.192]"
54,False,,True,11,0.5253936449579804,"[0.25, 0.202, 0.315, 0.303, 0.102, 0.286, 0.164, 0.264, 0.344, 0.142, 0.137, 0.274, 0.178, 0.293]"
55,False,,True,12,0.5354821341451381,"[0.121, 0.312, 0.341, 0.325, 0.358, 0.223, 0.314, 0.244, 0.329, 0.117, 0.185, 0.227, 0.233, 0.36]"
56,True,0.25,True,12,0.541329726289705,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
57,False,,True,14,0.5485418758464613,"[0.191, 0.277, 0.205, 0.251, 0.124, 0.328, 0.355, 0.227, 0.285, 0.259, 0.245, 0.223, 0.122, 0.247]"
