trial_num,periodic,chosen_IOI,has_high_intensity,high_intensity_index,percentage_increase,intervals
0,False,,False,,,"[0.352, 0.36, 0.264, 0.191, 0.339, 0.181, 0.246, 0.307, 0.117, 0.251, 0.18, 0.18, 0.226, 0.145]"
1,True,0.25,False,,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
2,True,0.25,False,,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
3,True,0.25,True,11,0.544732662066686,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
4,False,,True,14,0.5498290471293027,"[0.268, 0.346, 0.123, 0.325, 0.256, 0.375, 0.248, 0.227, 0.143, 0.291, 0.327, 0.206, 0.227, 0.32]"
5,False,,False,,,"[0.316, 0.176, 0.25, 0.187, 0.287, 0.355, 0.225, 0.108, 0.144, 0.371, 0.345, 0.341, 0.244, 0.246]"
6,False,,False,,,"[0.182, 0.134, 0.103, 0.1, 0.298, 0.303, 0.359, 0.173, 0.287, 0.115, 0.301, 0.178, 0.102, 0.233]"
7,False,,False,,,"[0.319, 0.262, 0.359, 0.309, 0.257, 0.182, 0.249, 0.231, 0.252, 0.208, 0.231, 0.107, 0.147, 0.296]"
8,False,,True,12,0.5700023609303749,"[0.12, 0.262, 0.278, 0.281, 0.365, 0.103, 0.211, 0.307, 0.288, 0.287, 0.185, 0.151, 0.188, 0.351]"
9,True,0.25,False,,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
10,True,0.25,False,,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
11,True,0.25,False,,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
12,True,0.2,False,,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
13,False,,False,,,"[0.172, 0.154, 0.332, 0.246, 0.174, 0.286, 0.163, 0.285, 0.366, 0.218, 0.17, 0.132, 0.121, 0.295]"
14,True,0.2,False,,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
