trial_num,periodic,chosen_IOI,has_high_intensity,high_intensity_index,percentage_increase,intervals
0,False,,False,,,"[0.229, 0.261, 0.17, 0.282, 0.133, 0.251, 0.321, 0.329, 0.17, 0.308, 0.131, 0.275, 0.227, 0.271]"
1,True,0.2,False,,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
2,True,0.2,False,,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
3,True,0.25,False,,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
4,True,0.25,False,,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
5,False,,True,13,0.7346929118763175,"[0.313, 0.145, 0.15, 0.229, 0.127, 0.127, 0.148, 0.14, 0.269, 0.219, 0.281, 0.254, 0.118, 0.138]"
6,True,0.2,True,13,0.7421987800088442,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
7,True,0.25,False,,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
8,False,,True,14,0.6933090188737727,"[0.316, 0.137, 0.113, 0.107, 0.149, 0.365, 0.304, 0.167, 0.373, 0.34, 0.272, 0.228, 0.237, 0.223]"
9,True,0.2,False,,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
10,True,0.25,True,11,0.6923989851077778,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
11,True,0.2,False,,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
12,True,0.25,True,12,0.7444823234627662,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
13,True,0.2,False,,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
14,True,0.25,False,,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
15,False,,True,12,0.7435836196234211,"[0.268, 0.268, 0.293, 0.112, 0.264, 0.324, 0.252, 0.372, 0.144, 0.255, 0.372, 0.369, 0.275, 0.159]"
16,True,0.2,False,,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
17,False,,False,,,"[0.164, 0.139, 0.183, 0.108, 0.339, 0.162, 0.224, 0.342, 0.191, 0.125, 0.232, 0.108, 0.214, 0.19]"
18,False,,True,14,0.7088318416492665,"[0.361, 0.146, 0.277, 0.17, 0.351, 0.159, 0.254, 0.362, 0.224, 0.168, 0.206, 0.178, 0.15, 0.26]"
19,False,,False,,,"[0.275, 0.128, 0.292, 0.272, 0.278, 0.188, 0.355, 0.333, 0.341, 0.165, 0.227, 0.289, 0.345, 0.362]"
20,True,0.25,False,,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
21,True,0.2,True,14,0.7092147920850278,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
22,False,,True,12,0.6770679799383911,"[0.105, 0.244, 0.369, 0.177, 0.22, 0.298, 0.277, 0.306, 0.32, 0.331, 0.208, 0.122, 0.159, 0.246]"
23,True,0.25,False,,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
24,False,,False,,,"[0.177, 0.107, 0.154, 0.121, 0.185, 0.252, 0.233, 0.342, 0.127, 0.161, 0.205, 0.149, 0.255, 0.112]"
25,False,,True,11,0.7462824776343985,"[0.299, 0.314, 0.22, 0.195, 0.27, 0.201, 0.125, 0.311, 0.159, 0.193, 0.123, 0.368, 0.14, 0.333]"
26,False,,False,,,"[0.233, 0.233, 0.17, 0.319, 0.219, 0.254, 0.171, 0.265, 0.16, 0.139, 0.344, 0.297, 0.176, 0.194]"
27,False,,False,,,"[0.206, 0.136, 0.322, 0.25, 0.162, 0.252, 0.321, 0.215, 0.312, 0.35, 0.264, 0.348, 0.232, 0.226]"
28,False,,True,14,0.7240774057354505,"[0.121, 0.182, 0.358, 0.164, 0.14, 0.242, 0.337, 0.27, 0.173, 0.368, 0.16, 0.193, 0.232, 0.2]"
29,False,,False,,,"[0.262, 0.112, 0.237, 0.138, 0.222, 0.166, 0.297, 0.244, 0.135, 0.104, 0.175, 0.216, 0.203, 0.12]"
30,False,,True,14,0.7340876195301693,"[0.285, 0.273, 0.115, 0.103, 0.173, 0.229, 0.213, 0.351, 0.167, 0.198, 0.345, 0.201, 0.171, 0.299]"
31,False,,False,,,"[0.32, 0.121, 0.343, 0.362, 0.314, 0.141, 0.349, 0.193, 0.248, 0.185, 0.332, 0.349, 0.318, 0.167]"
32,True,0.25,False,,,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
33,True,0.2,True,13,0.6883479477002936,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
34,True,0.2,False,,,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]"
35,False,,True,11,0.7233957044535905,"[0.106, 0.27, 0.182, 0.225, 0.262, 0.324, 0.296, 0.168, 0.146, 0.158, 0.218, 0.185, 0.332, 0.372]"
